,Unnamed: 0,open_covid_region_code,date,symptom:Abdominal obesity,symptom:Abdominal pain,symptom:Acne,symptom:Alcoholism,symptom:Allergy,symptom:Anemia,symptom:Anxiety,symptom:Arthritis,symptom:Asperger syndrome,symptom:Asthma,symptom:Attention deficit hyperactivity disorder,symptom:Autoimmune disease,symptom:Back pain,symptom:Bleeding,symptom:Bloating,symptom:Bone fracture,symptom:Bruise,symptom:Burn,symptom:Candidiasis,symptom:Chest pain,symptom:Common cold,symptom:Constipation,symptom:Cough,symptom:Cramp,symptom:Dementia,symptom:Depression,symptom:Dermatitis,symptom:Diabetes,symptom:Diarrhea,symptom:Dizziness,symptom:Dysmenorrhea,symptom:Epilepsy,symptom:Erectile dysfunction,symptom:Fatigue,symptom:Fever,symptom:Flatulence,symptom:Gastroesophageal reflux disease,symptom:Gout,symptom:Hair loss,symptom:Hay fever,symptom:Headache,symptom:Heart arrhythmia,symptom:Heartburn,symptom:Hemorrhoids,symptom:Hives,symptom:Hypertension,symptom:Hypotension,symptom:Hypothyroidism,symptom:Implantation bleeding,symptom:Indigestion,symptom:Infection,symptom:Inflammation,symptom:Insomnia,symptom:Iron deficiency,symptom:Itch,symptom:Kidney failure,symptom:Kidney stone,symptom:Knee Pain,symptom:Low back pain,symptom:Major depressive disorder,symptom:Migraine,symptom:Myocardial infarction,symptom:Nasal congestion,symptom:Nausea,symptom:Neck pain,symptom:Obesity,symptom:Pain,symptom:Panic attack,symptom:Paresthesia,symptom:Perspiration,symptom:Psychosis,symptom:Scar,symptom:Sciatica,symptom:Sinusitis,symptom:Skin condition,symptom:Skin rash,symptom:Skin ulcer,symptom:Sleep apnea,symptom:Sleep disorder,symptom:Sore throat,symptom:Stroke,symptom:Swelling,symptom:Type 2 diabetes,symptom:Urinary incontinence,symptom:Urinary tract infection,symptom:Vaginal discharge,symptom:Vertigo,symptom:Vomiting,symptom:Wart,symptom:Weight gain,symptom:Xeroderma,symptom:Generalized anxiety disorder,symptom:Otitis,hospitalized_new
0,0,US-AL,2020-03-16,0.7283950617283952,0.8837719298245611,0.8929045092838195,0.9209376241557408,1.40983606557377,0.848722986247544,0.956707435449427,1.604295302013423,0.7410586552217455,2.075940860215055,0.8225108225108224,1.4222440944881887,0.7885578697600846,0.8535624776226277,0.8033444816053511,0.8049024512256128,0.8195422535211269,0.8546734955185658,1.005610098176718,1.2053406998158378,4.292674558243267,0.8230958230958231,3.1513888888888886,0.8573875802997858,0.7519600855310051,0.8240772680234563,0.8545140885566417,0.8059161873459328,1.1301775147928994,0.8325872873769024,0.806521739130435,0.8775633293124248,0.8879482071713146,0.9214175654853621,3.4349494244855254,1.0,1.0,0.9076305220883535,0.7860095389507153,2.8842024539877302,1.027495908346972,0.7906012439530063,0.8866396761133604,0.8727445394112059,1.4749124854142355,0.9413662239089184,0.7970557308096743,0.8319256756756757,0.8683914510686164,0.9379699248120299,2.799194130382487,1.1077999481731018,0.8348334833483348,0.8071955719557196,0.8126993771836548,0.8567073170731707,0.8034849951597288,0.7408123791102514,0.7704590818363272,0.8462897526501766,0.9733072916666666,0.9818181818181815,1.76614481409002,0.9149501661129569,0.8159156279961648,0.7702407002188186,0.9547630075652308,1.0168855534709191,0.864041604754829,0.7924791086350972,0.8572679509632224,0.8211009174311926,0.7735849056603775,1.684375,0.8495145631067962,0.8896575579384294,0.9201303993480032,0.9662077596996246,0.860377358490566,2.640510948905109,0.8135593220338985,0.8619684082624544,0.8345490716180369,0.8507135016465424,0.9519379844961242,0.8878883385862226,0.8413524057217168,1.0294608115619788,0.766129032258065,0.7282841249465125,0.858727378867484,0.839751552795031,1.145308924485126,0.0
1,1,US-AL,2020-03-23,0.8674181427804617,0.9376566416040101,0.974635278514589,0.920540325784664,1.4327631266334042,0.8153241650294696,0.9823335274703938,1.3881879194630873,0.7954220314735339,1.8622311827956997,0.8186628186628186,1.2086614173228345,0.8452412338518326,0.8950948800572862,0.8782608695652174,0.816408204102051,0.8397887323943661,0.9417413572343148,1.0233754090696587,1.2771639042357275,3.30416881111683,0.8398853398853399,2.30625,0.9340471092077088,0.7890235210263722,0.837185236288375,0.9407705577918344,0.779786359901397,1.0284763313609468,0.9158460161145925,0.9521739130434779,0.8558504221954163,0.8914342629482072,0.9097072419106318,2.4129752354377403,1.0089801154586273,0.9671961325966852,0.9611780455153952,0.899523052464229,2.635736196319019,1.1266775777414073,0.8071872840359364,0.9581646423751687,0.8803418803418804,1.4714119019836638,0.8943074003795067,0.9106203995793901,0.7685810810810814,0.986501687289089,0.9360902255639098,1.959105123887418,1.0647836227001812,0.9140414041404143,0.8182656826568266,0.9235910679021722,0.8414634146341463,0.8470474346563407,0.7969052224371371,0.8717564870259484,0.8353356890459361,1.0579427083333333,1.0133333333333332,1.5499021526418788,0.9156146179401995,0.8859060402684564,0.7973194748358863,0.9677319746796355,1.072232645403377,0.8744427934621098,0.8767409470752086,0.8914185639229422,0.856651376146789,0.8540880503144654,1.5187499999999996,0.8757281553398061,0.9373919059149082,0.9030154849225754,1.0125156445556949,0.9754716981132074,1.9151459854014599,0.8451977401129943,0.8848116646415551,0.7881299734748008,0.8353457738748626,0.9603100775193799,0.9441692931112113,0.8894668400520158,0.9911061700944969,0.808467741935484,0.7787762088147199,0.9544658493870406,0.8024844720496894,1.076659038901602,0.0
2,2,US-AL,2020-03-30,0.9023081052066558,0.9122807017543857,1.1230106100795756,0.9614620580055618,1.3437871228320264,0.8388998035363457,0.9508833236264801,1.3256375838926173,0.9470672389127325,1.6989247311827966,0.8316498316498316,1.0541338582677164,0.8333772739256528,0.9197994987468674,0.8581939799331101,0.8269134567283644,0.8045774647887325,0.8943661971830984,0.9752220663861619,1.2302025782688766,2.8382226797049244,0.8415233415233413,1.9263888888888887,0.9062098501070663,0.7498218104062724,0.867540531217661,0.9562967222541687,0.7554642563681185,0.9548816568047337,0.896150402864816,0.9826086956521737,0.8208685162846805,0.8889442231075697,0.894607087827427,1.927799093128706,0.9672867222578574,1.035220994475138,0.9277108433734942,0.918918918918919,2.3911042944785277,1.0690671031096564,0.8106427090532135,1.2932973459289248,0.8869895536562202,1.295215869311552,0.8730550284629981,0.8527865404837015,0.7491554054054054,1.0078740157480315,0.9191729323308271,1.601274957902333,0.9551697330914745,0.9131413141314134,0.816420664206642,0.9378702719125013,0.8038617886178862,0.8286544046466602,0.7707930367504836,0.8547904191616768,0.8597173144876322,1.0667317708333335,1.0,1.3982387475538167,0.9196013289036544,0.8465963566634706,0.8607768052516414,0.9018835880809016,1.053470919324578,0.8855869242199108,0.7499999999999998,0.9063047285464099,0.860091743119266,0.8427672955974843,1.34765625,0.8627831715210356,0.9519197509512278,0.8940505297473512,1.165206508135169,0.9716981132075468,1.578467153284671,0.8508474576271186,0.8347509113001215,0.7655835543766578,0.8551042810098792,0.9212403100775195,0.9491220171094101,0.8595578673602083,0.962201222901612,0.778225806451613,0.7830551989730425,1.5242265032107414,0.8136645962732919,1.0,231.0
3,3,US-AL,2020-04-06,1.0263016639828237,0.930137844611529,1.0344827586206897,0.9225268176400476,1.1760513186029935,0.85396201702685,0.9413706076490003,1.3621476510067114,0.8755364806866954,1.438172043010753,0.8561808561808563,1.1072834645669292,0.8676509359346168,0.9122807017543859,0.9210702341137122,0.8699349674837416,0.8283450704225352,0.9078104993597951,1.0,1.1178637200736647,1.893120603877166,0.8714168714168713,1.4440972222222217,1.2256959314775158,0.8439059158945119,0.9382545705415658,0.9798734905117881,0.8161051766639278,0.9219674556213018,0.902417188898836,1.0184782608695648,0.8721351025331726,1.0084661354581677,0.8607087827426811,1.4548308336239975,1.0320718409236693,0.9854972375690606,0.9397590361445786,1.0146263910969793,1.769938650306748,0.9869067103109657,0.8196268140981341,1.0170940170940173,0.9240265906932572,1.1306884480746793,0.8850094876660342,0.8496319663512094,0.7398648648648647,1.0033745781777277,0.9614661654135337,1.263110416165504,0.9391033946618293,0.9617461746174617,0.805350553505535,0.983442199605043,0.8262195121951218,0.8460793804453052,0.823017408123791,0.8972055888223553,0.8939929328621904,0.9801432291666666,0.9806060606060606,1.1037181996086112,0.9534883720930232,0.8801534036433365,0.8733588621444205,0.9050486336266794,0.9887429643527204,0.9569093610698366,0.8495821727019496,0.9404553415061293,0.8669724770642202,0.8767295597484276,1.07109375,0.8621359223300972,0.9868557592528535,0.9054604726976364,0.926157697121402,0.9955974842767297,1.2116788321167882,0.8751412429378532,0.8578371810449575,0.7964190981432361,0.8529088913282109,0.928372093023256,0.9473210265646106,0.8478543563068922,0.9399666481378547,0.8235887096774193,0.8660676080445017,1.2685347343841216,0.8211180124223603,0.9302059496567505,206.0
4,4,US-AL,2020-04-13,1.1003757380568975,0.9066416040100251,1.117042440318302,0.9217322208978942,1.0,0.8461034708578913,0.9128324597165597,0.9731543624161074,0.8597997138769672,1.0994623655913982,0.9028379028379028,0.8818897637795273,0.9037701028209865,0.8976011457214464,0.9478260869565218,0.872936468234117,0.7816901408450704,0.8866837387964145,0.9827021972884525,1.003683241252302,1.342597358037399,0.8869778869778868,1.1065972222222218,0.9267665952890793,0.8724162508909482,0.9427388754743011,0.9867740080506038,0.8106820049301563,0.8664940828402368,0.8889883616830795,0.994565217391304,0.8455971049457177,0.9636454183266933,0.8409861325115564,1.0885943494942452,1.0019243104554203,0.9709944751381215,0.926372155287818,1.0696343402225756,1.2684049079754598,0.9466448445171849,0.7919834139599171,1.0026990553306343,0.9306742640075972,1.0058343057176191,0.8508538899430741,0.7781282860147215,0.7491554054054054,0.9302587176602923,0.9342105263157894,1.0751142650950203,0.8924591863176989,0.9495949594959499,0.8265682656826568,0.9053622968251557,0.8211382113821138,0.8944820909970957,0.86073500967118,0.9231536926147705,0.9024734982332155,0.9397786458333334,0.9163636363636364,0.9569471624266147,0.9235880398671094,0.9856184084372004,0.9253282275711163,0.8964026555504092,0.9090056285178237,0.9130757800891531,0.7841225626740943,0.9623467600700525,0.9306192660550457,0.939622641509434,0.92421875,0.877022653721683,0.9156001383604286,0.9568052159739199,1.0087609511889863,0.9805031446540879,0.9589416058394159,0.8892655367231638,0.8162818955042525,0.8325596816976129,0.903402854006586,0.9234108527131784,0.9203061683926161,0.8738621586475944,0.9032795997776546,0.8629032258064516,0.9165596919127088,1.495037945125511,0.8037267080745343,0.8318077803203662,204.0
5,5,US-AL,2020-04-20,1.1658615136876005,0.9633458646616543,1.110079575596817,0.9833134684147793,0.986932763126633,0.9063523248199082,0.9576781207532516,1.0416107382550337,0.8941344778254651,1.067876344086022,0.9273689273689274,0.9616141732283464,0.9644081202214607,0.9269602577873255,1.02876254180602,0.9184592296148073,0.8670774647887324,0.9116517285531368,0.9850397381954187,1.0064456721915285,1.1658946646079948,0.9455364455364453,1.0031249999999996,0.9614561027837261,0.8531717747683534,0.9579165229389441,0.9804485336400227,0.8354971240755958,0.8901627218934911,0.9274843330349147,1.0315217391304345,0.8811821471652594,0.9731075697211158,0.9124807395993838,1.0,1.020525978191148,1.0113950276243093,1.0374832663989293,1.10302066772655,1.1142638036809818,0.9770867430441897,0.8541810642709052,1.0404858299595143,0.9354226020892685,0.9789964994165694,0.927324478178368,0.8717139852786541,0.8302364864864865,0.93363329583802,1.0046992481203008,1.047510223719028,0.9284788805389994,1.0211521152115213,0.8680811808118082,0.9623272064408323,0.9014227642276422,0.9341723136495643,0.9129593810444873,0.9905189620758483,0.9318021201413426,0.9638671875,0.9618181818181817,0.8326810176125246,0.9594684385382062,0.99424736337488,0.9874179431072213,0.9396325459317584,0.9437148217636021,0.9777117384843982,0.8266016713091918,1.0,0.969610091743119,0.9647798742138365,0.8312499999999999,0.9271844660194177,0.9597025250778275,0.9983700081499592,0.9461827284105132,1.0163522012578614,0.8576642335766425,0.9480225988700564,0.8789793438639123,0.8474801061007959,0.9626783754116358,0.9454263565891474,0.936965330932013,0.8569570871261382,0.9466370205669817,0.9193548387096778,0.9880188275566968,1.39112667834209,0.8981366459627328,0.8752860411899316,204.0
6,6,US-AL,2020-04-27,1.1422436929683306,0.9191729323308273,1.1187002652519895,0.9618593563766387,1.0314801615585647,0.8952193844138832,0.9580663948747815,0.9398657718120809,0.9141630901287554,0.9805107526881724,0.9312169312169313,0.9320866141732284,0.9506986554178753,0.9226638023630506,1.0,0.9314657328664334,0.8811619718309857,1.0,0.9672744273024779,0.9383057090239408,1.0729113055412598,0.9279279279279277,0.9118055555555555,0.936188436830835,0.9044903777619389,0.961710934805105,1.0080506037952845,0.855546425636812,0.8709319526627218,0.9319606087735002,0.9891304347826085,0.8920386007237637,0.9521912350597609,0.9103235747303544,0.9665155214509942,1.0064143681847337,1.0921961325966851,0.9946452476572962,1.0753577106518286,1.187116564417178,0.9846153846153846,0.8631651693158259,1.1345029239766082,0.9468186134852801,1.068844807467911,0.8927893738140417,0.8748685594111464,0.8589527027027027,0.93363329583802,1.1475563909774438,1.0013230695212891,0.9238144597045868,0.9851485148514851,0.8837638376383763,1.014734923287255,0.8546747967479675,0.9341723136495642,0.9342359767891683,0.9496007984031937,0.9441696113074202,0.96875,0.9303030303030302,0.8091976516634053,0.9401993355481729,0.9664429530201344,0.9904266958424511,0.9401729195615254,0.968105065666041,0.9710252600297177,0.8864902506963787,0.9518388791593693,0.9730504587155961,0.957232704402516,0.84609375,0.9663430420711976,1.042891732964372,0.9910350448247757,1.0200250312891117,0.9905660377358491,0.8074817518248175,0.903954802259887,0.9159173754556499,0.850132625994695,0.9484083424807905,0.92,0.9392165691130123,0.9089726918075425,0.9571984435797668,0.9143145161290326,1.0004278990158324,1.4518388791593695,0.8571428571428572,0.8466819221967964,190.0
7,7,US-AL,2020-05-04,1.1025228126677402,0.930451127819549,1.0439323607427058,0.9344457687723479,0.9865763839391777,0.8618205631958087,0.9231217239370995,0.950335570469799,0.8998569384835481,0.9489247311827959,0.8985088985088986,0.9685039370078741,0.925388874242025,0.9237379162191193,0.9799331103678929,0.8784392196098049,0.8829225352112676,1.0345710627400766,0.9513791491351099,0.9079189686924493,0.9977697718305029,0.9336609336609334,0.8614583333333333,0.9259100642398287,0.874554526015681,0.9303208002759571,1.0,0.8304026294165984,0.8639053254437868,0.8943598925693822,0.9956521739130433,0.8986731001206275,0.9731075697211158,0.8878274268104778,1.224276246948029,0.9788325849903784,0.9554558011049725,0.9799196787148597,1.0098569157392685,1.0973926380368098,0.9279869067103108,0.8645473393227365,0.9685110211425999,0.9886039886039885,0.9964994165694281,0.8783681214421253,0.8286014721345952,0.866554054054054,0.9325084364454443,0.9671052631578948,0.9512869858070724,0.9012697590049236,0.9522952295229523,0.8616236162361625,1.0,0.8587398373983741,0.9119070667957405,0.9642166344294005,0.9206586826347308,0.917667844522968,0.9222005208333333,0.9030303030303032,0.7690802348336597,0.9169435215946845,0.9511025886864817,0.9450218818380746,0.9412150687046472,0.9080675422138836,0.9962852897473998,0.8488857938718659,0.893169877408056,0.9524082568807338,0.9484276729559749,0.7914062499999999,0.9469255663430421,1.0416810792113453,1.0130399348003258,0.9336670838548186,0.944654088050314,0.7846715328467155,0.850282485875706,0.9390036452004861,0.839522546419098,0.9242590559824367,0.9004651162790699,0.9135524538496175,0.869960988296489,0.9099499722067815,0.9516129032258068,0.9738981600342321,1.2381786339754817,0.84472049689441,0.8260869565217391,205.0
8,8,US-AL,2020-05-11,1.1712292002147071,0.9470551378446116,1.0618368700265255,0.9419944378228047,1.022927061059634,0.8978388998035365,0.9400116482236458,0.9938255033557045,0.8512160228898427,0.9724462365591401,0.9336219336219335,0.9557086614173228,0.9712628526232537,0.961689939133548,1.034113712374582,0.9629814907453726,0.966549295774648,1.1734955185659408,0.9784946236559141,0.9254143646408838,1.0,0.9991809991809991,0.851736111111111,0.9576017130620985,0.874554526015681,0.9544670576060708,1.0644048303622773,0.8667214461791292,0.9023668639053253,0.9561324977618618,1.0,0.9059107358262966,0.9955179282868524,0.9386748844375964,1.266131845134287,1.0038486209108402,0.9699585635359117,0.995983935742972,1.0769475357710652,1.1173312883435582,0.9656301145662847,0.8928818244644091,0.9928025191183087,0.9952516619183285,1.042007001166861,0.9077798861480075,0.8611987381703473,0.9087837837837838,0.9448818897637795,1.025375939849624,0.9568799615107048,0.9406582016066336,0.9765976597659768,0.9151291512915128,1.0422299863284215,0.8729674796747966,0.9574056147144238,1.0058027079303675,0.9795409181636727,0.9240282685512363,0.9469401041666666,0.9212121212121215,0.7818003913894326,0.9647840531561462,0.9942473633748803,0.9964442013129106,0.9771499150841436,0.9512195121951219,0.9977711738484399,0.9498607242339832,0.8774080560420313,1.0131880733944953,1.0188679245283017,0.8445312500000001,1.035275080906149,1.0826703562781044,1.0122249388753055,1.0087609511889866,0.9647798742138365,0.7992700729927006,0.928813559322034,0.9846901579586878,0.8846153846153847,0.924259055982437,0.9299224806201553,0.9320126069338136,0.9453836150845255,0.9444135630906059,1.0,1.0825845100556268,1.291885580852306,0.8658385093167703,0.8489702517162473,152.0
9,9,US-AL,2020-05-18,1.1540526033279659,0.9699248120300754,1.0459217506631302,0.9702026221692488,0.9623425991922069,0.908316961362148,0.9483595418365366,1.3412080536912752,0.8640915593705295,0.8965053763440863,0.9153439153439156,1.015748031496063,1.0010545742156607,0.9355531686358755,1.071571906354515,0.9449724862431218,0.9744718309859154,1.2746478873239435,0.9775596072931275,0.9429097605893185,0.923142906158861,1.0077805077805075,0.834375,0.99186295503212,0.9287241625089098,0.9627457744049669,1.0327774583093734,0.9004108463434677,0.9308431952662722,1.0,1.0260869565217392,0.9595898673100121,1.00398406374502,0.916486902927581,0.9944192535751658,0.983322642719692,0.9924033149171272,1.0722891566265063,1.039109697933227,0.9302147239263804,0.9908346972176759,0.8984105044920523,1.008097165991903,1.0161443494776827,0.9568261376896151,0.9480075901328273,0.9337539432176657,0.9425675675675675,0.9325084364454443,0.9981203007518796,0.943589126774116,0.9489505053122571,0.9945994599459946,0.9354243542435424,1.0562053774874678,0.8871951219512193,0.979670861568248,0.9990328820116054,1.010479041916168,0.9353356890459363,1.0,0.9109090909090908,0.7162426614481412,1.0106312292358806,0.9942473633748803,1.1255470459518602,1.0,0.9333958724202626,1.0326894502228825,1.0313370473537602,0.8861646234676004,1.053899082568807,1.011320754716981,0.7882812499999997,1.0097087378640777,1.0569007263922516,0.9731051344743278,0.9724655819774721,0.9899371069182387,0.7700729927007298,0.9299435028248588,1.0420413122721748,0.932029177718833,0.9418221734357849,0.9603100775193799,0.9581269698334085,0.9661898569570874,0.9861033907726517,1.0050403225806455,1.0778776208814722,1.1179217746643317,0.8459627329192548,0.9313501144164762,220.0
10,10,US-AL,2020-05-25,1.1379495437466451,0.9780701754385965,1.0140915119363396,0.957886372665872,0.962461392254692,0.8755730189914865,0.9343816734614637,0.9927516778523491,0.888412017167382,0.8736559139784947,0.8792688792688794,0.9547244094488189,0.9897179013973111,0.9638381668456856,1.0334448160535117,0.95647823911956,1.0070422535211265,1.343790012804097,0.9672744273024779,0.9898710865561694,0.8426831360439183,0.9950859950859952,0.7927083333333333,1.0,0.9686386315039204,0.9499827526733354,1.039102932719954,1.0054231717337716,0.9534023668639054,0.9785138764547894,1.039130434782609,0.9089264173703256,0.9785856573705178,0.9208012326656394,0.9026857342169515,1.0083386786401543,0.9910220994475137,1.024096385542169,1.0098569157392685,0.8726993865030676,0.9803600654664483,0.9108500345542502,1.0013495276653173,1.0,0.9579929988331389,0.9292220113851992,0.9043112513144059,0.9231418918918918,0.9752530933633298,1.0357142857142858,0.9154438296848689,0.9541331951282714,0.9410441044104412,0.8920664206642068,1.0984353638158892,0.8963414634146342,0.9709583736689255,0.9825918762088975,0.9935129740518964,0.9038869257950526,0.9863281249999999,0.9363636363636364,0.7045009784735814,1.0,1.0,0.9811269146608317,1.0051721475991973,0.9577861163227017,1.0334323922734026,1.028551532033426,0.8774080560420313,1.0057339449541285,1.0327044025157233,0.7851562499999998,1.0194174757281553,1.0927014873746104,0.9991850040749795,0.9974968710888612,0.9283018867924526,0.8029197080291971,0.911864406779661,1.0510328068043742,1.1273209549071617,0.9363336992316136,0.962170542635659,0.9446195407474111,0.9713914174252278,0.9977765425236244,0.9899193548387099,1.04535729567822,1.0700525394045535,0.8819875776397516,1.1292906178489703,232.0
11,11,US-AL,2020-06-01,1.0901771336553947,0.9633458646616543,0.959051724137931,0.9721891140246323,0.942741743882157,0.9751146037982971,0.927975150456222,0.9817449664429531,0.8941344778254651,0.8696236559139786,0.8980278980278978,0.9429133858267718,0.985235960980754,0.9885427855352665,0.9832775919732442,0.9824912456228113,1.0044014084507042,1.2208706786171573,0.9789621318373072,0.953038674033149,0.7424944244295762,0.9733824733824732,0.7458333333333332,0.9850107066381157,0.910905203136137,0.9237668161434976,1.0362277170787808,0.9349219391947411,0.941937869822485,1.0053715308863025,1.0065217391304349,1.0621230398069965,1.0,0.940523882896764,0.8660620858039763,0.9595894804361769,0.9692679558011049,0.9973226238286483,0.9662957074721781,0.8259202453987728,0.9541734860883795,0.9599170697995854,0.9802069275753486,1.0094966761633426,0.9696616102683777,0.9631878557874763,0.9305993690851736,0.9603040540540541,0.9831271091113614,1.0,0.8963796006735626,0.9378077222078257,0.9293429342934295,0.9492619926199264,1.0768646513747526,1.0,0.9864472410454984,0.9951644100580272,0.9570858283433136,0.934275618374558,0.9759114583333333,0.9606060606060606,0.6692759295499024,0.9946843853820597,0.9702780441035473,1.0005470459518602,0.9878801914466573,0.9577861163227017,0.974739970282318,1.0598885793871862,0.9220665499124342,1.0022935779816513,1.0125786163522013,0.7515624999999998,1.0404530744336573,1.0567277758561051,0.9698451507742458,0.9136420525657072,0.9088050314465407,0.7609489051094891,0.9412429378531073,1.046901579586877,0.999336870026525,0.9462129527991217,0.9565891472868217,0.9761368752814047,0.9700910273081926,0.9849916620344634,1.033266129032258,1.0136927685066324,0.9807355516637478,0.8832298136645964,1.110983981693364,178.0
